,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
2673,ADDRESS,HPD,Department of Housing Preservation and Development,2041780010,BRONX,,,,BRONX,,10 BRONX,PAINT/PLASTER,2020-03-22T17:44:27.000,,,DOOR/FRAME,,,3555 BRUCKNER BOULEVARD,10461,,,,40.84780869783529,"{'type': 'Point', 'coordinates': [-73.82748144004533, 40.84780869783529]}",,,,RESIDENTIAL BUILDING,,-73.82748144004533,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRUCKNER BOULEVARD,,,45877483,,1031980,248204
2674,,DPR,Department of Parks and Recreation,1015030069,MANHATTAN,,,,NEW YORK,,08 MANHATTAN,New Tree Request,2020-03-22T17:44:37.000,EAST   91 STREET,EAST   92 STREET,For One Address,,,1107 5 AVENUE,10128,EAST   91 STREET,EAST   92 STREET,5 AVENUE,40.785246034272234,"{'type': 'Point', 'coordinates': [-73.9576963202675, 40.785246034272234]}",,,,Street,,-73.9576963202675,MOBILE,MANHATTAN,Unspecified,,,,In Progress,5 AVENUE,,,45878069,,995965,225366
2675,,DCA,Department of Consumer Affairs,3065130008,BROOKLYN,,,,BROOKLYN,2020-03-24T16:06:24.000,14 BROOKLYN,Consumer Complaint,2020-03-22T17:44:45.000,AVENUE H,LIRR BAY RIDGE LINE,Retail Store,,,1164 CONEY ISLAND AVENUE,11230,AVENUE H,LIRR BAY RIDGE LINE,CONEY ISLAND AVENUE,40.62920351815646,"{'type': 'Point', 'coordinates': [-73.96602723324104, 40.62920351815646]}",,,,Commercial Building,,-73.96602723324104,ONLINE,BROOKLYN,Unspecified,2020-03-24T20:06:30.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,CONEY ISLAND AVENUE,,,45876454,,993680,168514
2676,ADDRESS,HPD,Department of Housing Preservation and Development,3079540082,BROOKLYN,,,,BROOKLYN,,18 BROOKLYN,WATER LEAK,2020-03-22T17:45:08.000,,,HEAVY FLOW,,,675 EAST   58 STREET,11234,,,,40.63824756903636,"{'type': 'Point', 'coordinates': [-73.92119627081927, 40.63824756903636]}",,,,RESIDENTIAL BUILDING,,-73.92119627081927,PHONE,BROOKLYN,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST   58 STREET,,,45878486,,1006121,171817
2677,ADDRESS,HPD,Department of Housing Preservation and Development,3054080031,BROOKLYN,,,,BROOKLYN,2020-03-22T17:46:45.000,14 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:45:14.000,,,ENTIRE BUILDING,,,780 EAST    2 STREET,11218,,,,40.6320853604724,"{'type': 'Point', 'coordinates': [-73.97621443386785, 40.6320853604724]}",,,,RESIDENTIAL BUILDING,,-73.97621443386785,PHONE,BROOKLYN,Unspecified,2020-03-22T17:46:45.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,EAST    2 STREET,,,45877193,,990852,169563
2678,,NYPD,New York City Police Department,1005260064,MANHATTAN,,,,NEW YORK,2020-03-22T20:13:30.000,02 MANHATTAN,Illegal Parking,2020-03-22T17:45:39.000,SULLIVAN STREET,MAC DOUGAL STREET,Posted Parking Sign Violation,,,172 BLEECKER STREET,10012,SULLIVAN STREET,MAC DOUGAL STREET,BLEECKER STREET,40.72887673936824,"{'type': 'Point', 'coordinates': [-74.00062057854652, 40.72887673936824]}",,,,Street/Sidewalk,,-74.00062057854652,MOBILE,MANHATTAN,Unspecified,2020-03-23T00:13:34.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,BLEECKER STREET,,,45878171,,984078,204826
2679,,DPR,Department of Parks and Recreation,2024670001,BRONX,,,,BRONX,,04 BRONX,Maintenance or Facility,2020-03-22T17:46:00.000,EAST  151 STREET,METRO NORTH HUDSON LINE,Garbage or Litter,,,613 GRAND CONCOURSE,10451,EAST  151 STREET,METRO NORTH HUDSON LINE,GRAND CONCOURSE,40.820332656812006,"{'type': 'Point', 'coordinates': [-73.92647959679364, 40.820332656812006]}",,,,Park,,-73.92647959679364,ONLINE,BRONX,Franz Sigel Park,,,,In Progress,GRAND CONCOURSE,,,45879274,,1004599,238155
2680,,DCA,Department of Consumer Affairs,3067820022,BROOKLYN,,,,BROOKLYN,2020-03-23T12:06:15.000,15 BROOKLYN,Consumer Complaint,2020-03-22T17:46:12.000,EAST   19 STREET,OCEAN AVENUE,Bodega/Deli/Supermarket,,,1928 KINGS HIGHWAY,11229,EAST   19 STREET,OCEAN AVENUE,KINGS HIGHWAY,40.610394878542685,"{'type': 'Point', 'coordinates': [-73.95428834766801, 40.610394878542685]}",,,,Commercial Building,,-73.95428834766801,ONLINE,BROOKLYN,Unspecified,2020-03-23T16:06:18.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,KINGS HIGHWAY,,,45878059,,996942,161663
2681,,NYPD,New York City Police Department,3012960014,BROOKLYN,,,,BROOKLYN,2020-03-22T23:36:19.000,09 BROOKLYN,Noise - Residential,2020-03-22T17:47:09.000,ROGERS AVENUE,DEARBORN COURT,Loud Music/Party,,,240 CROWN STREET,11225,ROGERS AVENUE,DEARBORN COURT,CROWN STREET,40.66637963014084,"{'type': 'Point', 'coordinates': [-73.95264952275203, 40.66637963014084]}",,,,Residential Building/House,,-73.95264952275203,ONLINE,BROOKLYN,Unspecified,2020-03-23T03:36:21.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,CROWN STREET,,,45876836,,997386,182060
2682,,NYPD,New York City Police Department,2026187501,BRONX,,,,BRONX,2020-03-22T22:53:04.000,01 BRONX,Noise - Residential,2020-03-22T17:47:13.000,EAST  158 STREET,EAST  159 STREET,Banging/Pounding,,,820 ST ANN'S AVENUE,10456,EAST  158 STREET,EAST  159 STREET,ST ANNS AVENUE,40.82111415026826,"{'type': 'Point', 'coordinates': [-73.90994195295805, 40.82111415026826]}",,,,Residential Building/House,,-73.90994195295805,PHONE,BRONX,Unspecified,2020-03-23T02:53:08.000,The Police Department responded to the complaint but officers were unable to gain entry into the pre,,Closed,ST ANN'S AVENUE,,,45877873,,1009176,238444
2683,ADDRESS,HPD,Department of Housing Preservation and Development,3048140011,BROOKLYN,,,,BROOKLYN,2020-03-23T18:28:35.000,09 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:48:11.000,,,ENTIRE BUILDING,,,1177 NOSTRAND AVENUE,11225,,,,40.65856429168538,"{'type': 'Point', 'coordinates': [-73.9503916246678, 40.65856429168538]}",,,,RESIDENTIAL BUILDING,,-73.9503916246678,MOBILE,BROOKLYN,Unspecified,2020-03-23T18:28:35.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,NOSTRAND AVENUE,,,45876238,,998014,179213
2684,,DOT,Department of Transportation,2025330084,BRONX,,,,BRONX,2020-03-25T13:46:23.000,04 BRONX,Street Sign - Dangling,2020-03-22T17:48:12.000,HIGHBRIDGE PARK PATH,WEST  171 STREET,Do Not Enter,,,1421 DR MARTIN LUTHER KING JR BLVD,10452,HIGHBRIDGE PARK PATH,WEST  171 STREET,UNIVERSITY AVENUE,40.8431787391297,"{'type': 'Point', 'coordinates': [-73.92505926050619, 40.8431787391297]}",,,,Street,,-73.92505926050619,MOBILE,BRONX,Unspecified,2020-03-25T17:46:27.000,The Department of Transportation has completed the request or corrected the condition.,,Closed,DR MARTIN LUTHER KING JR BLVD,,,45877685,,1004985,246479
2685,,NYPD,New York City Police Department,3046500033,BROOKLYN,,,,BROOKLYN,2020-03-22T18:19:21.000,17 BROOKLYN,Illegal Parking,2020-03-22T17:48:29.000,EAST   95 STREET,EAST   96 STREET,Blocked Sidewalk,,,9522 KINGS HIGHWAY,11212,EAST   95 STREET,EAST   96 STREET,KINGS HIGHWAY,40.6592857106693,"{'type': 'Point', 'coordinates': [-73.92028116794273, 40.6592857106693]}",,,,Street/Sidewalk,,-73.92028116794273,MOBILE,BROOKLYN,Unspecified,2020-03-22T22:19:27.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,KINGS HIGHWAY,,,45876542,,1006368,179482
2686,ADDRESS,HPD,Department of Housing Preservation and Development,2027030007,BRONX,,,,BRONX,,02 BRONX,UNSANITARY CONDITION,2020-03-22T17:48:31.000,,,MOLD,,,936 INTERVALE AVENUE,10459,,,,40.82067780779749,"{'type': 'Point', 'coordinates': [-73.89691408608931, 40.82067780779749]}",,,,RESIDENTIAL BUILDING,,-73.89691408608931,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,INTERVALE AVENUE,,,45878046,,1012782,238289
2687,ADDRESS,HPD,Department of Housing Preservation and Development,2027030007,BRONX,,,,BRONX,,02 BRONX,UNSANITARY CONDITION,2020-03-22T17:48:31.000,,,PESTS,,,936 INTERVALE AVENUE,10459,,,,40.82067780779749,"{'type': 'Point', 'coordinates': [-73.89691408608931, 40.82067780779749]}",,,,RESIDENTIAL BUILDING,,-73.89691408608931,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,INTERVALE AVENUE,,,45877489,,1012782,238289
2688,ADDRESS,HPD,Department of Housing Preservation and Development,2027030007,BRONX,,,,BRONX,,02 BRONX,FLOORING/STAIRS,2020-03-22T17:48:31.000,,,FLOOR,,,936 INTERVALE AVENUE,10459,,,,40.82067780779749,"{'type': 'Point', 'coordinates': [-73.89691408608931, 40.82067780779749]}",,,,RESIDENTIAL BUILDING,,-73.89691408608931,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,INTERVALE AVENUE,,,45877146,,1012782,238289
2689,ADDRESS,HPD,Department of Housing Preservation and Development,2027030007,BRONX,,,,BRONX,,02 BRONX,UNSANITARY CONDITION,2020-03-22T17:48:31.000,,,PESTS,,,936 INTERVALE AVENUE,10459,,,,40.82067780779749,"{'type': 'Point', 'coordinates': [-73.89691408608931, 40.82067780779749]}",,,,RESIDENTIAL BUILDING,,-73.89691408608931,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,INTERVALE AVENUE,,,45876380,,1012782,238289
2690,ADDRESS,HPD,Department of Housing Preservation and Development,2027030007,BRONX,,,,BRONX,,02 BRONX,GENERAL,2020-03-22T17:48:31.000,,,CABINET,,,936 INTERVALE AVENUE,10459,,,,40.82067780779749,"{'type': 'Point', 'coordinates': [-73.89691408608931, 40.82067780779749]}",,,,RESIDENTIAL BUILDING,,-73.89691408608931,ONLINE,BRONX,Unspecified,2020-03-22T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,INTERVALE AVENUE,,,45875537,,1012782,238289
2691,,NYPD,New York City Police Department,3032260016,BROOKLYN,,,,BROOKLYN,2020-03-22T18:27:31.000,04 BROOKLYN,Noise - Residential,2020-03-22T17:48:46.000,BUSHWICK AVENUE,EVERGREEN AVENUE,Loud Music/Party,,,552 HART STREET,11221,BUSHWICK AVENUE,EVERGREEN AVENUE,HART STREET,40.69671404012599,"{'type': 'Point', 'coordinates': [-73.929583881153, 40.69671404012599]}",,,,Residential Building/House,,-73.929583881153,MOBILE,BROOKLYN,Unspecified,2020-03-22T22:27:36.000,Your request can not be processed at this time because of insufficient contact information. Please c,,Closed,HART STREET,,,45875799,,1003776,193116
2692,,DCA,Department of Consumer Affairs,,QUEENS,,,,,2020-03-25T11:35:32.000,09 QUEENS,Consumer Complaint,2020-03-22T17:49:01.000,91 STREET,JAMAICA AVENUE,Retail Store,,,91 STREET,11421,91 STREET,JAMAICA AVENUE,,40.6930498652439,"{'type': 'Point', 'coordinates': [-73.85383845663264, 40.6930498652439]}",,,,,,-73.85383845663264,PHONE,QUEENS,Unspecified,2020-03-25T15:35:37.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,91 STREET,,,45879182,,1024782,191807
2693,,NYPD,New York City Police Department,1022430030,MANHATTAN,,,,NEW YORK,2020-03-22T19:30:26.000,12 MANHATTAN,Noise - Street/Sidewalk,2020-03-22T17:49:25.000,WEST  213 STREET,WEST  214 STREET,Loud Music/Party,,,5009 BROADWAY,10034,WEST  213 STREET,WEST  214 STREET,BROADWAY,40.86915737065902,"{'type': 'Point', 'coordinates': [-73.91707198677175, 40.86915737065902]}",,,,Street/Sidewalk,,-73.91707198677175,MOBILE,MANHATTAN,Unspecified,2020-03-22T23:30:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BROADWAY,,,45878437,,1007186,255946
2694,,DCA,Department of Consumer Affairs,4099940053,QUEENS,,,,JAMAICA,2020-03-24T16:34:11.000,12 QUEENS,Consumer Complaint,2020-03-22T17:49:26.000,JAMAICA AVENUE,91 AVENUE,Retail Store,,,90-63 SUTPHIN BOULEVARD,11435,JAMAICA AVENUE,91 AVENUE,SUTPHIN BOULEVARD,40.70167781057282,"{'type': 'Point', 'coordinates': [-73.80790816468499, 40.70167781057282]}",,,,,,-73.80790816468499,PHONE,QUEENS,Unspecified,2020-03-24T20:34:17.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,SUTPHIN BOULEVARD,,,45879204,,1037512,194975
2695,,DPR,Department of Parks and Recreation,2024730055,BRONX,,,,BRONX,,04 BRONX,New Tree Request,2020-03-22T17:50:28.000,EAST  153 STREET,EAST  157 STREET,For One Address,,,695 WALTON AVENUE,10451,EAST  153 STREET,EAST  157 STREET,WALTON AVENUE,40.82355758765954,"{'type': 'Point', 'coordinates': [-73.9263026025219, 40.82355758765954]}",,,,Street,,-73.9263026025219,MOBILE,BRONX,Unspecified,,,,In Progress,WALTON AVENUE,,,45875900,,1004647,239330
2696,,NYPD,New York City Police Department,,BROOKLYN,,,,BROOKLYN,2020-03-22T23:39:45.000,09 BROOKLYN,Noise - Residential,2020-03-22T17:50:41.000,SCHENECTADY AVENUE,UTICA AVENUE,Loud Music/Party,,,1698 UNION STREET,11213,SCHENECTADY AVENUE,UTICA AVENUE,UNION STREET,40.66787080976896,"{'type': 'Point', 'coordinates': [-73.93223495983159, 40.66787080976896]}",,,,Residential Building/House,,-73.93223495983159,ONLINE,BROOKLYN,Unspecified,2020-03-23T03:39:46.000,The Police Department reviewed your complaint and provided additional information below.,,Closed,UNION STREET,,,45876304,,1003049,182607
2697,,DPR,Department of Parks and Recreation,2024730048,BRONX,,,,BRONX,,04 BRONX,New Tree Request,2020-03-22T17:51:02.000,EAST  153 STREET,EAST  157 STREET,For One Address,,,721 WALTON AVENUE,10451,EAST  153 STREET,EAST  157 STREET,WALTON AVENUE,40.823870369614994,"{'type': 'Point', 'coordinates': [-73.92612159777369, 40.823870369614994]}",,,,Street,,-73.92612159777369,MOBILE,BRONX,Unspecified,,,,In Progress,WALTON AVENUE,,,45875482,,1004697,239444
2698,ADDRESS,HPD,Department of Housing Preservation and Development,3061207502,BROOKLYN,,,,BROOKLYN,2020-03-24T09:29:14.000,10 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:51:20.000,,,APARTMENT ONLY,,,9511 SHORE ROAD,11209,,,,40.61637026983262,"{'type': 'Point', 'coordinates': [-74.03826694457253, 40.61637026983262]}",,,,RESIDENTIAL BUILDING,,-74.03826694457253,MOBILE,BROOKLYN,Unspecified,2020-03-24T09:29:14.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,SHORE ROAD,,,45879462,,973626,163839
2699,ADDRESS,HPD,Department of Housing Preservation and Development,3051390032,BROOKLYN,,,,BROOKLYN,2020-03-24T08:11:53.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:51:24.000,,,ENTIRE BUILDING,,,2815 BEVERLY ROAD,11226,,,,40.64503810578165,"{'type': 'Point', 'coordinates': [-73.95063230417935, 40.64503810578165]}",,,,RESIDENTIAL BUILDING,,-73.95063230417935,ONLINE,BROOKLYN,Unspecified,2020-03-24T08:11:53.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,BEVERLY ROAD,,,45879006,,997950,174285
2700,ADDRESS,HPD,Department of Housing Preservation and Development,3047000003,BROOKLYN,,,,BROOKLYN,2020-03-24T15:48:49.000,17 BROOKLYN,HEAT/HOT WATER,2020-03-22T17:51:25.000,,,ENTIRE BUILDING,,,5206 CHURCH AVENUE,11203,,,,40.65219571874958,"{'type': 'Point', 'coordinates': [-73.92828662553951, 40.65219571874958]}",,,,RESIDENTIAL BUILDING,,-73.92828662553951,PHONE,BROOKLYN,Unspecified,2020-03-24T15:48:49.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,CHURCH AVENUE,,,45879017,,1004149,176897
2701,,DPR,Department of Parks and Recreation,,BRONX,,,,BRONX,,04 BRONX,New Tree Request,2020-03-22T17:51:39.000,EAST  153 STREET,EAST  157 STREET,For One Address,,,795 WALTON AVENUE,10451,EAST  153 STREET,EAST  157 STREET,WALTON AVENUE,40.824762076838894,"{'type': 'Point', 'coordinates': [-73.92561475763017, 40.824762076838894]}",,,,Street,,-73.92561475763017,MOBILE,BRONX,Unspecified,,,,In Progress,WALTON AVENUE,,,45879208,,1004837,239769
2702,,NYPD,New York City Police Department,3001840033,BROOKLYN,,,,BROOKLYN,2020-03-22T19:54:41.000,02 BROOKLYN,Homeless Street Condition,2020-03-22T17:51:45.000,ATLANTIC AVENUE,PACIFIC STREET,N/A,,,100 NEVINS STREET,11217,ATLANTIC AVENUE,PACIFIC STREET,NEVINS STREET,40.685648197671,"{'type': 'Point', 'coordinates': [-73.98297039306475, 40.685648197671]}",,,,Street/Sidewalk,,-73.98297039306475,ONLINE,BROOKLYN,Unspecified,2020-03-22T23:54:43.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,NEVINS STREET,,,45876026,,988973,189077
2703,,NYPD,New York City Police Department,3070510048,BROOKLYN,,,,BROOKLYN,2020-03-22T22:26:30.000,13 BROOKLYN,Noise - Street/Sidewalk,2020-03-22T17:51:57.000,WEST   29 STREET,WEST   30 STREET,Loud Music/Party,,,2907 SURF AVENUE,11224,WEST   29 STREET,WEST   30 STREET,SURF AVENUE,40.572871472872436,"{'type': 'Point', 'coordinates': [-73.99505776565242, 40.572871472872436]}",,,,Street/Sidewalk,,-73.99505776565242,ONLINE,BROOKLYN,Unspecified,2020-03-23T02:26:31.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,SURF AVENUE,,,45876281,,985623,147989
