,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
3412,,DCA,Department of Consumer Affairs,3040090026,BROOKLYN,,,BROOKLYN,2020-03-25T11:07:48.000,05 BROOKLYN,Consumer Complaint,2020-03-24T18:48:05.000,MILLER AVENUE,VAN SICLEN AVENUE,Retail Store,,,2220 PITKIN AVENUE,11207,MILLER AVENUE,VAN SICLEN AVENUE,PITKIN AVENUE,40.67265044666847,"{'type': 'Point', 'coordinates': [-73.89070439655187, 40.67265044666847]}",,,,,,-73.89070439655187,PHONE,BROOKLYN,Unspecified,2020-03-25T15:07:52.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,PITKIN AVENUE,,45888742,,1014568,184360
3413,ADDRESS,HPD,Department of Housing Preservation and Development,2024390090,BRONX,,,BRONX,,04 BRONX,HEAT/HOT WATER,2020-03-24T18:48:05.000,,,APARTMENT ONLY,,,1205 COLLEGE AVENUE,10456,,,,40.832518455882116,"{'type': 'Point', 'coordinates': [-73.91354015338139, 40.832518455882116]}",,,,RESIDENTIAL BUILDING,,-73.91354015338139,ONLINE,BRONX,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,COLLEGE AVENUE,,45889601,,1008176,242598
3414,ADDRESS,DEP,Department of Environmental Protection,1016660036,MANHATTAN,,,NEW YORK,2020-03-24T20:45:00.000,11 MANHATTAN,Water System,2020-03-24T18:49:00.000,3 AVE,2 AVE,Hydrant Running Full (WA4),,,224 EAST  117 STREET,10035,,,,40.79831345103564,"{'type': 'Point', 'coordinates': [-73.93880563597402, 40.79831345103564]}",,,,,,-73.93880563597402,ONLINE,MANHATTAN,Unspecified,2020-03-24T20:45:00.000,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,,Closed,EAST  117 STREET,,45889749,,1001193,230130
3415,,DCA,Department of Consumer Affairs,2026760049,BRONX,,,BRONX,2020-03-25T13:36:15.000,01 BRONX,Consumer Complaint,2020-03-24T18:50:00.000,MACY PLACE,LONGWOOD AVENUE,Bodega/Deli/Supermarket,,,795 PROSPECT AVENUE,10455,MACY PLACE,LONGWOOD AVENUE,PROSPECT AVENUE,40.81866491674655,"{'type': 'Point', 'coordinates': [-73.90205111399648, 40.81866491674655]}",,,,,,-73.90205111399648,PHONE,BRONX,Unspecified,2020-03-25T17:36:17.000,"Unfortunately, the behavior that you complained about does not violate any law or rule. As a result,",,Closed,PROSPECT AVENUE,,45887147,,1011361,237554
3416,ADDRESS,HPD,Department of Housing Preservation and Development,1018780042,MANHATTAN,,,NEW YORK,2020-03-25T20:09:11.000,07 MANHATTAN,HEAT/HOT WATER,2020-03-24T18:51:01.000,,,ENTIRE BUILDING,,,220 WEST  107 STREET,10025,,,,40.80143995006633,"{'type': 'Point', 'coordinates': [-73.96601518135098, 40.80143995006633]}",,,,RESIDENTIAL BUILDING,,-73.96601518135098,ONLINE,MANHATTAN,Unspecified,2020-03-25T20:09:11.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,WEST  107 STREET,,45889731,,993659,231265
3417,ADDRESS,HPD,Department of Housing Preservation and Development,3030310013,BROOKLYN,,,BROOKLYN,2020-03-25T21:43:51.000,01 BROOKLYN,HEAT/HOT WATER,2020-03-24T18:51:04.000,,,ENTIRE BUILDING,,,18 STAGG STREET,11206,,,,40.708881227204195,"{'type': 'Point', 'coordinates': [-73.9498600283857, 40.708881227204195]}",,,,RESIDENTIAL BUILDING,,-73.9498600283857,ONLINE,BROOKLYN,Unspecified,2020-03-25T21:43:51.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,STAGG STREET,,45885597,,998151,197545
3418,ADDRESS,HPD,Department of Housing Preservation and Development,3045170001,BROOKLYN,,,BROOKLYN,,05 BROOKLYN,APPLIANCE,2020-03-24T18:51:04.000,,,ELECTRIC/GAS RANGE,,,1426A LORING AVENUE,11208,,,,40.66827900466744,"{'type': 'Point', 'coordinates': [-73.85883483894747, 40.66827900466744]}",,,,RESIDENTIAL BUILDING,,-73.85883483894747,ONLINE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,LORING AVENUE,,45886584,,1023411,182780
3419,,NYPD,New York City Police Department,5001150052,STATEN ISLAND,,,STATEN ISLAND,2020-03-25T02:41:33.000,01 STATEN ISLAND,Noise - Residential,2020-03-24T18:51:06.000,CASTLETON AVENUE,WOODSTOCK AVENUE,Loud Music/Party,,,16 OXFORD PLACE,10301,CASTLETON AVENUE,WOODSTOCK AVENUE,OXFORD PLACE,40.63394316377757,"{'type': 'Point', 'coordinates': [-74.08720777701988, 40.63394316377757]}",,,,Residential Building/House,,-74.08720777701988,ONLINE,STATEN ISLAND,Unspecified,2020-03-25T06:41:38.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,OXFORD PLACE,,45886448,,960045,170251
3420,,NYPD,New York City Police Department,4036660007,QUEENS,,,RIDGEWOOD,2020-03-24T22:57:37.000,05 QUEENS,Illegal Parking,2020-03-24T18:51:31.000,73 STREET,73 PLACE,Commercial Overnight Parking,,,73-10 EDSALL AVENUE,11385,73 STREET,73 PLACE,EDSALL AVENUE,40.70651905688791,"{'type': 'Point', 'coordinates': [-73.87791322816744, 40.70651905688791]}",,,,Street/Sidewalk,,-73.87791322816744,MOBILE,QUEENS,Unspecified,2020-03-25T02:57:39.000,The Police Department issued a summons in response to the complaint.,,Closed,EDSALL AVENUE,,45886565,,1018099,196704
3421,,NYPD,New York City Police Department,,QUEENS,,,,2020-03-24T23:23:10.000,05 QUEENS,Illegal Parking,2020-03-24T18:51:32.000,79 PLACE,COOPER AVENUE,Overnight Commercial Storage,,,79 PLACE,11385,79 PLACE,COOPER AVENUE,,40.708447538999785,"{'type': 'Point', 'coordinates': [-73.8718609034946, 40.708447538999785]}",,,,,,-73.8718609034946,PHONE,QUEENS,Unspecified,2020-03-25T03:23:13.000,The Police Department issued a summons in response to the complaint.,,Closed,79 PLACE,,45885345,,1019776,197409
3422,ADDRESS,DEP,Department of Environmental Protection,4111640003,QUEENS,,,Queens Village,2020-03-24T21:00:00.000,13 QUEENS,Sewer,2020-03-24T18:52:00.000,219 ST,220 ST,Sewer Backup (Use Comments) (SA),,,219-15 107 AVENUE,11429,,,,40.70977887395594,"{'type': 'Point', 'coordinates': [-73.73642306634382, 40.70977887395594]}",,,,,,-73.73642306634382,ONLINE,QUEENS,Unspecified,2020-03-24T21:00:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,107 AVENUE,,45889008,,1057324,197978
3423,ADDRESS,DEP,Department of Environmental Protection,3046650063,BROOKLYN,,,BROOKLYN,2020-03-24T20:25:00.000,17 BROOKLYN,Sewer,2020-03-24T18:52:00.000,E 58 ST,KINGS HWY,Sewer Backup (Use Comments) (SA),,,435 REMSEN AVENUE,11212,,,,40.65511518002063,"{'type': 'Point', 'coordinates': [-73.92253146036293, 40.65511518002063]}",,,,,,-73.92253146036293,ONLINE,BROOKLYN,Unspecified,2020-03-24T20:25:00.000,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",,Closed,REMSEN AVENUE,,45885358,,1005745,177962
3424,,DOT,Department of Transportation,,Unspecified,,,,2020-03-25T12:38:30.000,0 Unspecified,Ferry Complaint,2020-03-24T18:52:12.000,,,General Complaint,,,,,,,,,,,,,Ferry,,,ONLINE,Unspecified,Unspecified,2020-03-25T16:38:32.000,The Department of Transportation contacted the customer and resolved the service request or provided,,Closed,,,45887227,,,
3425,,DOT,Department of Transportation,5016700236,STATEN ISLAND,,,STATEN ISLAND,,01 STATEN ISLAND,Sidewalk Condition,2020-03-24T18:52:13.000,KNOLLWOOD COURT,BRIARWOOD ROAD,Sidewalk Grating - Defective,,,89 AMADOR STREET,10303,KNOLLWOOD COURT,BRIARWOOD ROAD,AMADOR STREET,40.62357342762259,"{'type': 'Point', 'coordinates': [-74.16477392599236, 40.62357342762259]}",,,,Sidewalk,,-74.16477392599236,PHONE,STATEN ISLAND,Unspecified,2020-03-25T14:53:26.000,The Department of Transportation will inspect the condition and will determine the next action.,,In Progress,AMADOR STREET,,45887905,,938509,166504
3426,,DOT,Department of Transportation,3008920021,BROOKLYN,,,BROOKLYN,,07 BROOKLYN,Street Condition,2020-03-24T18:52:23.000,6 AVENUE,7 AVENUE,Blocked - Construction,,,332 20 STREET,11215,6 AVENUE,7 AVENUE,20 STREET,40.65997161588415,"{'type': 'Point', 'coordinates': [-73.98964127642581, 40.65997161588415]}",,,,Street,,-73.98964127642581,PHONE,BROOKLYN,Unspecified,2020-03-25T13:23:31.000,The Department of Transportation will inspect the condition and will determine the next action.,,In Progress,20 STREET,,45887908,,987124,179722
3427,ADDRESS,HPD,Department of Housing Preservation and Development,2028320008,BRONX,,,BRONX,2020-03-25T22:04:00.000,04 BRONX,HEAT/HOT WATER,2020-03-24T18:52:48.000,,,ENTIRE BUILDING,,,1420 GRAND CONCOURSE,10456,,,,40.83924842108658,"{'type': 'Point', 'coordinates': [-73.9134482849396, 40.83924842108658]}",,,,RESIDENTIAL BUILDING,,-73.9134482849396,PHONE,BRONX,Unspecified,2020-03-25T22:04:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,GRAND CONCOURSE,,45889687,,1008199,245050
3428,,DOT,Department of Transportation,,Unspecified,West/Staten Island Bound,Verrazzano-Narrows Br (I-278) (Exit 3) - 4 Ave Ft Hamilton Pkwy (Exit 2),,,0 Unspecified,Highway Condition,2020-03-24T18:53:24.000,,,Painted Line/Marking,,,,,,,,,,,,,Highway,,,PHONE,Unspecified,Unspecified,,,Roadway,In Progress,,,45888020,,,
3429,,NYPD,New York City Police Department,,BROOKLYN,,,,2020-03-24T23:46:42.000,01 BROOKLYN,Noise - Residential,2020-03-24T18:54:09.000,FLUSHING AVENUE,MARCY AVENUE,Loud Music/Party,,,FLUSHING AVENUE,11206,FLUSHING AVENUE,MARCY AVENUE,,40.69979066488213,"{'type': 'Point', 'coordinates': [-73.95009046462805, 40.69979066488213]}",,,,Residential Building/House,,-73.95009046462805,PHONE,BROOKLYN,Unspecified,2020-03-25T03:46:44.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,FLUSHING AVENUE,,45887777,,998089,194233
3430,ADDRESS,HPD,Department of Housing Preservation and Development,2042850005,BRONX,,,BRONX,,11 BRONX,HEAT/HOT WATER,2020-03-24T18:54:30.000,,,ENTIRE BUILDING,,,2040 BRONXDALE AVENUE,10462,,,,40.850794587937656,"{'type': 'Point', 'coordinates': [-73.86653703997725, 40.850794587937656]}",,,,RESIDENTIAL BUILDING,,-73.86653703997725,PHONE,BRONX,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,BRONXDALE AVENUE,,45889700,,1021173,249273
3431,ADDRESS,DEP,Department of Environmental Protection,4051400054,QUEENS,,,Flushing,2020-03-24T22:10:00.000,07 QUEENS,Sewer,2020-03-24T18:55:00.000,DAHLIA AVE,ELDER AVE,Sewer Backup (Use Comments) (SA),,,43-31 MAIN STREET,11355,,,,40.75170549532363,"{'type': 'Point', 'coordinates': [-73.82621804762789, 40.75170549532363]}",,,,,,-73.82621804762789,ONLINE,QUEENS,Unspecified,2020-03-24T22:10:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,MAIN STREET,,45885368,,1032399,213191
3432,ADDRESS,DEP,Department of Environmental Protection,4116700025,QUEENS,,,South Ozone Park,,10 QUEENS,Industrial Waste,2020-03-24T18:55:00.000,115 AVE,116 AVE,Oil Spill Into Basin/Sewer - Large (IABL),,N/A,115-40 127 STREET,11420,,,,40.67823904688638,"{'type': 'Point', 'coordinates': [-73.81221909643622, 40.67823904688638]}",,,,,,-73.81221909643622,ONLINE,QUEENS,Unspecified,,,,Open,127 STREET,,45886079,,1036335,186433
3433,,NYPD,New York City Police Department,4030780065,QUEENS,,,REGO PARK,2020-03-24T22:12:36.000,06 QUEENS,Noise - Residential,2020-03-24T18:55:35.000,62 AVENUE,63 AVENUE,Loud Music/Party,,,62-65 SAUNDERS STREET,11374,62 AVENUE,63 AVENUE,SAUNDERS STREET,40.73050893499352,"{'type': 'Point', 'coordinates': [-73.86615375237209, 40.73050893499352]}",,,,Residential Building/House,,-73.86615375237209,ONLINE,QUEENS,Unspecified,2020-03-25T02:12:39.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SAUNDERS STREET,,45887759,,1021346,205449
3434,,NYPD,New York City Police Department,,QUEENS,,,,2020-03-24T23:23:52.000,05 QUEENS,Illegal Parking,2020-03-24T18:55:53.000,68 AVENUE,80 STREET,Overnight Commercial Storage,,,68 AVENUE,11379,68 AVENUE,80 STREET,,40.711246174601854,"{'type': 'Point', 'coordinates': [-73.87094293615505, 40.711246174601854]}",,,,,,-73.87094293615505,PHONE,QUEENS,Unspecified,2020-03-25T03:23:56.000,The Police Department issued a summons in response to the complaint.,,Closed,68 AVENUE,,45887186,,1020029,198429
3435,,NYPD,New York City Police Department,2026430040,BRONX,,,BRONX,2020-03-25T18:36:09.000,01 BRONX,Blocked Driveway,2020-03-24T18:57:26.000,CONCORD AVENUE,WALES AVENUE,No Access,,,764 EAST  152 STREET,10455,CONCORD AVENUE,WALES AVENUE,EAST  152 STREET,40.81571257725046,"{'type': 'Point', 'coordinates': [-73.906538850551, 40.81571257725046]}",,,,Street/Sidewalk,,-73.906538850551,PHONE,BRONX,Unspecified,2020-03-25T22:36:13.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  152 STREET,,45888844,,1010120,236477
3436,,NYPD,New York City Police Department,1018280034,MANHATTAN,,,NEW YORK,2020-03-24T21:03:12.000,10 MANHATTAN,Noise - Residential,2020-03-24T18:57:35.000,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,Banging/Pounding,,,200 WEST  113 STREET,10026,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST  113 STREET,40.80140018861735,"{'type': 'Point', 'coordinates': [-73.95422219756892, 40.80140018861735]}",,,,Residential Building/House,,-73.95422219756892,ONLINE,MANHATTAN,Unspecified,2020-03-25T01:03:14.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  113 STREET,,45889245,,996924,231252
3437,ADDRESS,DEP,Department of Environmental Protection,5016700236,STATEN ISLAND,,,STATEN ISLAND,2020-03-24T22:15:00.000,01 STATEN ISLAND,Sewer,2020-03-24T18:58:00.000,KNOLLWOOD CT,BRIARWOOD RD,Sewer Odor (SA2),,,89 AMADOR STREET,10303,,,,40.62357342762259,"{'type': 'Point', 'coordinates': [-74.16477392599236, 40.62357342762259]}",,,,,,-74.16477392599236,PHONE,STATEN ISLAND,Unspecified,2020-03-24T22:15:00.000,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,,Closed,AMADOR STREET,,45888295,,938509,166504
3438,,NYPD,New York City Police Department,3051630033,BROOKLYN,,,BROOKLYN,2020-03-25T01:41:22.000,14 BROOKLYN,Noise - Vehicle,2020-03-24T18:58:11.000,OCEAN AVENUE,EAST   21 STREET,Car/Truck Music,,,2015 DORCHESTER ROAD,11226,OCEAN AVENUE,EAST   21 STREET,DORCHESTER ROAD,40.641593992494535,"{'type': 'Point', 'coordinates': [-73.95913863025628, 40.641593992494535]}",,,,Street/Sidewalk,,-73.95913863025628,ONLINE,BROOKLYN,Unspecified,2020-03-25T05:41:27.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,DORCHESTER ROAD,,45889857,,995590,173029
3439,,NYPD,New York City Police Department,4088500073,QUEENS,,,WOODHAVEN,2020-03-24T20:13:50.000,09 QUEENS,Noise - Street/Sidewalk,2020-03-24T18:58:15.000,85 ROAD,85 DRIVE,Loud Talking,,,85-38 80 STREET,11421,85 ROAD,85 DRIVE,80 STREET,40.69456563355929,"{'type': 'Point', 'coordinates': [-73.86330491715871, 40.69456563355929]}",,,,Street/Sidewalk,,-73.86330491715871,MOBILE,QUEENS,Unspecified,2020-03-25T00:13:53.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,80 STREET,,45889199,,1022156,192355
3440,,NYPD,New York City Police Department,,MANHATTAN,,,,2020-03-24T20:27:12.000,09 MANHATTAN,Noise - Residential,2020-03-24T18:58:28.000,BROADWAY,WEST  141 STREET,Loud Music/Party,,,BROADWAY,10031,BROADWAY,WEST  141 STREET,,40.82388691720712,"{'type': 'Point', 'coordinates': [-73.95230620215838, 40.82388691720712]}",,,,Residential Building/House,,-73.95230620215838,ONLINE,MANHATTAN,Unspecified,2020-03-25T00:27:15.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BROADWAY,,45889908,,997450,239445
3441,,DCA,Department of Consumer Affairs,2049470042,BRONX,,,BRONX,2020-03-25T10:37:04.000,12 BRONX,Consumer Complaint,2020-03-24T18:59:12.000,LIGHT STREET,EAST  233 STREET,Retail Store,,,3817 DYRE AVENUE,10466,LIGHT STREET,EAST  233 STREET,DYRE AVENUE,40.888177916413376,"{'type': 'Point', 'coordinates': [-73.83130437744798, 40.888177916413376]}",,,,,,-73.83130437744798,PHONE,BRONX,Unspecified,2020-03-25T14:37:08.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,DYRE AVENUE,,45889362,,1030894,262910
3442,,NYPD,New York City Police Department,1021320058,MANHATTAN,,,NEW YORK,2020-03-24T19:50:34.000,12 MANHATTAN,Disorderly Youth,2020-03-24T18:59:48.000,CROSS BRONX EXPWY NB ET    1 B,WEST  176 STREET,Playing in Unsuitable Place,,,2326 AMSTERDAM AVENUE,10033,CROSS BRONX EXPWY NB ET    1 B,WEST  176 STREET,AMSTERDAM AVENUE,40.84456175584681,"{'type': 'Point', 'coordinates': [-73.93349707069704, 40.84456175584681]}",,,,,,-73.93349707069704,PHONE,MANHATTAN,Unspecified,2020-03-24T23:50:35.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,AMSTERDAM AVENUE,,45887931,,1002650,246981
3443,ADDRESS,HPD,Department of Housing Preservation and Development,2023670017,BRONX,,,BRONX,,03 BRONX,DOOR/WINDOW,2020-03-24T19:00:21.000,,,WINDOW PANE,,,510 EAST  163 STREET,10451,,,,40.82424535222879,"{'type': 'Point', 'coordinates': [-73.90927650184918, 40.82424535222879]}",,,,RESIDENTIAL BUILDING,,-73.90927650184918,ONLINE,BRONX,Unspecified,2020-03-24T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,EAST  163 STREET,,45888111,,1009359,239585
3444,ADDRESS,HPD,Department of Housing Preservation and Development,3023950002,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,HEAT/HOT WATER,2020-03-24T19:00:28.000,,,ENTIRE BUILDING,,,274 GRAND STREET,11211,,,,40.71315531531567,"{'type': 'Point', 'coordinates': [-73.95794407562289, 40.71315531531567]}",,,,RESIDENTIAL BUILDING,,-73.95794407562289,MOBILE,BROOKLYN,Unspecified,2020-03-24T00:00:00.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Open,GRAND STREET,,45886877,,995909,199101
