,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
4697,,NYPD,New York City Police Department,3053990021,BROOKLYN,,,BROOKLYN,2020-03-19T05:57:32.000,12 BROOKLYN,Illegal Parking,2020-03-18T20:25:03.000,DITMAS AVENUE,AVENUE F,Blocked Hydrant,,,540 OCEAN PARKWAY,11218,DITMAS AVENUE,AVENUE F,OCEAN PARKWAY,40.635090086697474,"{'type': 'Point', 'coordinates': [-73.97254916861401, 40.635090086697474]}",,,,Street/Sidewalk,,-73.97254916861401,MOBILE,BROOKLYN,Unspecified,2020-03-19T09:57:39.000,The Police Department responded and upon arrival those responsible for the condition were gone.,,Closed,OCEAN PARKWAY,,,45856446,991869,170658
4698,,DOT,Department of Transportation,,BROOKLYN,,,,2020-03-25T15:46:44.000,Unspecified BROOKLYN,Street Condition,2020-03-18T20:25:37.000,11 AVENUE,12 AVENUE,Failed Street Repair,,,86 STREET,11228,11 AVENUE,12 AVENUE,,,,,,,Street,,,PHONE,BROOKLYN,Unspecified,2020-03-25T19:46:46.000,The Department of Transportation inspected the condition you reported and found that the condition m,,Closed,86 STREET,,,45850398,,
4699,ADDRESS,HPD,Department of Housing Preservation and Development,2025370047,BRONX,,,BRONX,2020-03-18T22:03:44.000,04 BRONX,HEAT/HOT WATER,2020-03-18T20:25:47.000,,,ENTIRE BUILDING,,,1425 DR M L KING JR BOULEVARD,10452,,,,40.84345572380287,"{'type': 'Point', 'coordinates': [-73.92470475387987, 40.84345572380287]}",,,,RESIDENTIAL BUILDING,,-73.92470475387987,MOBILE,BRONX,Unspecified,2020-03-18T22:03:44.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,DR M L KING JR BOULEVARD,,,45853778,1005083,246580
4700,ADDRESS,HPD,Department of Housing Preservation and Development,2025370047,BRONX,,,BRONX,2020-03-18T22:03:44.000,04 BRONX,HEAT/HOT WATER,2020-03-18T20:25:47.000,,,ENTIRE BUILDING,,,1425 DR M L KING JR BOULEVARD,10452,,,,40.84345572380287,"{'type': 'Point', 'coordinates': [-73.92470475387987, 40.84345572380287]}",,,,RESIDENTIAL BUILDING,,-73.92470475387987,MOBILE,BRONX,Unspecified,2020-03-18T22:03:44.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,DR M L KING JR BOULEVARD,,,45855100,1005083,246580
4701,ADDRESS,HPD,Department of Housing Preservation and Development,2025370047,BRONX,,,BRONX,2020-03-18T22:03:44.000,04 BRONX,HEAT/HOT WATER,2020-03-18T20:25:54.000,,,ENTIRE BUILDING,,,1425 DR M L KING JR BOULEVARD,10452,,,,40.84345572380287,"{'type': 'Point', 'coordinates': [-73.92470475387987, 40.84345572380287]}",,,,RESIDENTIAL BUILDING,,-73.92470475387987,MOBILE,BRONX,Unspecified,2020-03-18T22:03:44.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,DR M L KING JR BOULEVARD,,,45852974,1005083,246580
4702,,NYPD,New York City Police Department,3008250021,BROOKLYN,,,BROOKLYN,2020-03-19T06:42:24.000,07 BROOKLYN,Illegal Parking,2020-03-18T20:26:41.000,6 AVENUE,7 AVENUE,Blocked Hydrant,,,634 54 STREET,11220,6 AVENUE,7 AVENUE,54 STREET,40.641005234213694,"{'type': 'Point', 'coordinates': [-74.00958468084401, 40.641005234213694]}",,,,Street/Sidewalk,,-74.00958468084401,MOBILE,BROOKLYN,Unspecified,2020-03-19T10:42:29.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,54 STREET,,,45856906,981590,172812
4703,,DCA,Department of Consumer Affairs,3055930039,BROOKLYN,,,BROOKLYN,2020-03-20T12:37:03.000,12 BROOKLYN,Consumer Complaint,2020-03-18T20:26:44.000,41 STREET,42 STREET,Retail Store,,,4124 13 AVENUE,11219,41 STREET,42 STREET,13 AVENUE,40.63933065126591,"{'type': 'Point', 'coordinates': [-73.98765192594105, 40.63933065126591]}",,,,,,-73.98765192594105,PHONE,BROOKLYN,Unspecified,2020-03-20T16:37:10.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,13 AVENUE,,,45850124,987677,172202
4704,,DCA,Department of Consumer Affairs,3055930039,BROOKLYN,,,BROOKLYN,2020-03-20T12:37:03.000,12 BROOKLYN,Consumer Complaint,2020-03-18T20:26:52.000,12 AVENUE,13 AVENUE,Retail Store,,,1279 42 STREET,11219,12 AVENUE,13 AVENUE,42 STREET,40.63934173609644,"{'type': 'Point', 'coordinates': [-73.98867882838702, 40.63934173609644]}",,,,Commercial Building,,-73.98867882838702,ONLINE,BROOKLYN,Unspecified,2020-03-20T16:37:09.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,42 STREET,,,45851421,987392,172206
4705,,NYPD,New York City Police Department,3064630143,BROOKLYN,,,BROOKLYN,2020-03-18T22:16:34.000,11 BROOKLYN,Illegal Parking,2020-03-18T20:27:28.000,CROPSEY AVENUE,SHORE PARKWAY,Double Parked Blocking Traffic,,,258 BAY   19 STREET,11214,CROPSEY AVENUE,SHORE PARKWAY,BAY   19 STREET,40.60170547363658,"{'type': 'Point', 'coordinates': [-74.00737874106726, 40.60170547363658]}",,,,Street/Sidewalk,,-74.00737874106726,MOBILE,BROOKLYN,Unspecified,2020-03-19T02:16:36.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAY   19 STREET,,,45850535,982201,158494
4706,ADDRESS,HPD,Department of Housing Preservation and Development,3077960055,BROOKLYN,,,BROOKLYN,2020-03-20T02:05:18.000,18 BROOKLYN,HEAT/HOT WATER,2020-03-18T20:28:31.000,,,APARTMENT ONLY,,,1378 EAST   49 STREET,11234,,,,40.627347481593375,"{'type': 'Point', 'coordinates': [-73.92879966628537, 40.627347481593375]}",,,,RESIDENTIAL BUILDING,,-73.92879966628537,PHONE,BROOKLYN,Unspecified,2020-03-20T02:05:18.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST   49 STREET,,,45853040,1004014,167844
4707,ADDRESS,HPD,Department of Housing Preservation and Development,3077960055,BROOKLYN,,,BROOKLYN,2020-03-20T02:05:18.000,18 BROOKLYN,HEAT/HOT WATER,2020-03-18T20:28:31.000,,,APARTMENT ONLY,,,1378 EAST   49 STREET,11234,,,,40.627347481593375,"{'type': 'Point', 'coordinates': [-73.92879966628537, 40.627347481593375]}",,,,RESIDENTIAL BUILDING,,-73.92879966628537,PHONE,BROOKLYN,Unspecified,2020-03-20T02:05:18.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,EAST   49 STREET,,,45851640,1004014,167844
4708,ADDRESS,HPD,Department of Housing Preservation and Development,3077960055,BROOKLYN,,,BROOKLYN,,18 BROOKLYN,PLUMBING,2020-03-18T20:28:31.000,,,WATER SUPPLY,,,1378 EAST   49 STREET,11234,,,,40.627347481593375,"{'type': 'Point', 'coordinates': [-73.92879966628537, 40.627347481593375]}",,,,RESIDENTIAL BUILDING,,-73.92879966628537,PHONE,BROOKLYN,Unspecified,2020-03-18T00:00:00.000,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 827 - 1955 (BROOKLYN).",,Open,EAST   49 STREET,,,45850456,1004014,167844
4709,,DCA,Department of Consumer Affairs,4098400052,QUEENS,,,JAMAICA,2020-03-20T10:35:58.000,08 QUEENS,Consumer Complaint,2020-03-18T20:28:42.000,HIGHLAND AVENUE,HILLSIDE AVENUE,Bodega/Deli/Supermarket,,,87-54 168 PLACE,11432,HIGHLAND AVENUE,HILLSIDE AVENUE,168 PLACE,40.71085176940071,"{'type': 'Point', 'coordinates': [-73.79415690773003, 40.71085176940071]}",,,,,,-73.79415690773003,PHONE,QUEENS,Unspecified,2020-03-20T14:36:03.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,168 PLACE,,,45853369,1041317,198326
4710,,NYPD,New York City Police Department,3064630143,BROOKLYN,,,BROOKLYN,2020-03-18T23:09:39.000,11 BROOKLYN,Illegal Parking,2020-03-18T20:28:53.000,CROPSEY AVENUE,SHORE PARKWAY,Blocked Hydrant,,,264 BAY   19 STREET,11214,CROPSEY AVENUE,SHORE PARKWAY,BAY   19 STREET,40.60160939946067,"{'type': 'Point', 'coordinates': [-74.00747596115856, 40.60160939946067]}",,,,Street/Sidewalk,,-74.00747596115856,MOBILE,BROOKLYN,Unspecified,2020-03-19T03:09:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,BAY   19 STREET,,,45855738,982174,158459
4711,ADDRESS,HPD,Department of Housing Preservation and Development,2032370133,BRONX,,,BRONX,2020-03-18T21:58:24.000,07 BRONX,HEAT/HOT WATER,2020-03-18T20:28:55.000,,,ENTIRE BUILDING,,,2575 SEDGWICK AVENUE,10468,,,,40.86812308318488,"{'type': 'Point', 'coordinates': [-73.90688459550866, 40.86812308318488]}",,,,RESIDENTIAL BUILDING,,-73.90688459550866,MOBILE,BRONX,Unspecified,2020-03-18T21:58:24.000,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,,Closed,SEDGWICK AVENUE,,,45853700,1010004,255572
4712,ADDRESS,HPD,Department of Housing Preservation and Development,2032490006,BRONX,,,BRONX,2020-03-19T16:32:52.000,08 BRONX,HEAT/HOT WATER,2020-03-18T20:29:00.000,,,ENTIRE BUILDING,,,2764 UNIVERSITY AVENUE,10468,,,,40.870534982633956,"{'type': 'Point', 'coordinates': [-73.8995196462581, 40.870534982633956]}",,,,RESIDENTIAL BUILDING,,-73.8995196462581,MOBILE,BRONX,Unspecified,2020-03-19T16:32:52.000,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",,Closed,UNIVERSITY AVENUE,,,45851037,1012040,256453
4713,,DOT,Department of Transportation,2033460001,BRONX,,,BRONX,,07 BRONX,Sidewalk Condition,2020-03-18T20:29:02.000,EAST  205 STREET,EAST  206 STREET,Broken Sidewalk,,,3182 PERRY AVENUE,10467,EAST  205 STREET,EAST  206 STREET,PERRY AVENUE,40.874282060826,"{'type': 'Point', 'coordinates': [-73.87739186025902, 40.874282060826]}",,,,Sidewalk,,-73.87739186025902,PHONE,BRONX,Unspecified,,,,In Progress,PERRY AVENUE,,,45853103,1018158,257826
4714,,DCA,Department of Consumer Affairs,,STATEN ISLAND,,,STATEN ISLAND,2020-03-20T12:37:03.000,03 STATEN ISLAND,Consumer Complaint,2020-03-18T20:29:17.000,BAY TERRACE,TIMBER RIDGE DRIVE,Retail Store,,,3501 AMBOY ROAD,10306,BAY TERRACE,TIMBER RIDGE DRIVE,AMBOY ROAD,40.556526825561825,"{'type': 'Point', 'coordinates': [-74.13933481292105, 40.556526825561825]}",,,,,,-74.13933481292105,PHONE,STATEN ISLAND,Unspecified,2020-03-20T16:37:11.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,AMBOY ROAD,,,45850116,945532,142065
4715,ADDRESS,HPD,Department of Housing Preservation and Development,3013770042,BROOKLYN,,,BROOKLYN,2020-03-20T02:05:15.000,08 BROOKLYN,HEAT/HOT WATER,2020-03-18T20:29:19.000,,,ENTIRE BUILDING,,,1325 ST JOHNS PLACE,11213,,,,40.67079262821468,"{'type': 'Point', 'coordinates': [-73.93461120790602, 40.67079262821468]}",,,,RESIDENTIAL BUILDING,,-73.93461120790602,PHONE,BROOKLYN,Unspecified,2020-03-20T02:05:15.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,ST JOHNS PLACE,,,45850397,1002389,183671
4716,ADDRESS,DEP,Department of Environmental Protection,3066970043,BROOKLYN,,,BROOKLYN,2020-03-24T01:45:00.000,14 BROOKLYN,Noise,2020-03-18T20:30:00.000,LIRR BAY RIDGE LINE,AVENUE I,Noise: Construction Before/After Hours (NM1),,N/A,890 EAST   14 STREET,11230,,,,40.62783288674216,"{'type': 'Point', 'coordinates': [-73.96285408209043, 40.62783288674216]}",,,,,,-73.96285408209043,PHONE,BROOKLYN,Unspecified,2020-03-24T01:45:00.000,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST   14 STREET,,,45854011,994561,168015
4717,,NYPD,New York City Police Department,2043220018,BRONX,,,BRONX,2020-03-18T21:24:20.000,11 BRONX,Noise - Street/Sidewalk,2020-03-18T20:30:06.000,LYDIG AVENUE,PELHAM PARKWAY SOUTH,Loud Talking,,,2162 BARNES AVENUE,10462,LYDIG AVENUE,PELHAM PARKWAY SOUTH,BARNES AVENUE,40.85550408121731,"{'type': 'Point', 'coordinates': [-73.86382726823307, 40.85550408121731]}",,,,Street/Sidewalk,,-73.86382726823307,MOBILE,BRONX,Unspecified,2020-03-19T01:24:23.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,BARNES AVENUE,,,45851890,1021920,250990
4718,,NYPD,New York City Police Department,2024390080,BRONX,,,BRONX,2020-03-18T22:55:46.000,04 BRONX,Noise - Residential,2020-03-18T20:30:07.000,EAST  167 STREET,EAST  168 STREET,Loud Music/Party,,,1221 COLLEGE AVENUE,10456,EAST  167 STREET,EAST  168 STREET,COLLEGE AVENUE,40.833160433142744,"{'type': 'Point', 'coordinates': [-73.91315988360402, 40.833160433142744]}",,,,Residential Building/House,,-73.91315988360402,MOBILE,BRONX,Unspecified,2020-03-19T02:55:47.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,COLLEGE AVENUE,,,45851802,1008281,242832
4719,,NYPD,New York City Police Department,1013960064,MANHATTAN,,,NEW YORK,2020-03-18T23:18:30.000,08 MANHATTAN,Noise - Residential,2020-03-18T20:30:48.000,PARK AVENUE,LEXINGTON AVENUE,Banging/Pounding,,,120 EAST   62 STREET,10065,PARK AVENUE,LEXINGTON AVENUE,EAST   62 STREET,40.764375478600016,"{'type': 'Point', 'coordinates': [-73.96747806921886, 40.764375478600016]}",,,,,,-73.96747806921886,PHONE,MANHATTAN,Unspecified,2020-03-19T03:18:32.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,EAST   62 STREET,,,45851703,993259,217761
4720,,NYPD,New York City Police Department,,QUEENS,,,JAMAICA,2020-03-19T11:17:08.000,12 QUEENS,Illegal Parking,2020-03-18T20:31:00.000,115 AVENUE,116 AVENUE,Parking Permit Improper Use,,,115-43 140 STREET,11436,115 AVENUE,116 AVENUE,140 STREET,40.68105763384422,"{'type': 'Point', 'coordinates': [-73.8022096792852, 40.68105763384422]}",,,,Street/Sidewalk,,-73.8022096792852,MOBILE,QUEENS,Unspecified,2020-03-19T15:17:19.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,140 STREET,,,45850711,1039109,187466
4721,,DCA,Department of Consumer Affairs,3067820022,BROOKLYN,,,BROOKLYN,2020-03-20T12:37:09.000,15 BROOKLYN,Consumer Complaint,2020-03-18T20:31:14.000,EAST   19 STREET,OCEAN AVENUE,Retail Store,,,1928 KINGS HIGHWAY,11229,EAST   19 STREET,OCEAN AVENUE,KINGS HIGHWAY,40.610394878542685,"{'type': 'Point', 'coordinates': [-73.95428834766801, 40.610394878542685]}",,,,Commercial Building,,-73.95428834766801,ONLINE,BROOKLYN,Unspecified,2020-03-20T16:37:13.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,KINGS HIGHWAY,,,45852712,996942,161663
4722,,NYPD,New York City Police Department,5014680020,STATEN ISLAND,,,STATEN ISLAND,2020-03-18T23:04:46.000,01 STATEN ISLAND,Noise - Residential,2020-03-18T20:31:15.000,WOOLLEY AVENUE,GLASCOE AVENUE,Banging/Pounding,,,250 WATERS AVENUE,10314,WOOLLEY AVENUE,GLASCOE AVENUE,WATERS AVENUE,40.61785583722571,"{'type': 'Point', 'coordinates': [-74.14006796976041, 40.61785583722571]}",,,,Residential Building/House,,-74.14006796976041,MOBILE,STATEN ISLAND,Unspecified,2020-03-19T03:04:52.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WATERS AVENUE,,,45850538,945364,164409
4723,,DOT,Department of Transportation,1001537501,MANHATTAN,,,NEW YORK,2020-03-23T10:34:23.000,01 MANHATTAN,Street Condition,2020-03-18T20:31:55.000,ELK STREET,BROADWAY,Defective Hardware,,,49 CHAMBERS STREET,10007,ELK STREET,BROADWAY,CHAMBERS STREET,40.71376671681584,"{'type': 'Point', 'coordinates': [-74.00542883132175, 40.71376671681584]}",,,,Street,,-74.00542883132175,PHONE,MANHATTAN,Unspecified,2020-03-23T14:34:26.000,The Department of Transportation inspected and has requested the Department of Environmental Protect,,Closed,CHAMBERS STREET,,,45856245,982745,199321
4724,ADDRESS,HPD,Department of Housing Preservation and Development,4106810102,QUEENS,,,Queens Village,2020-03-21T02:05:06.000,13 QUEENS,HEAT/HOT WATER,2020-03-18T20:32:18.000,,,ENTIRE BUILDING,,,213-11A HILLSIDE AVENUE,11427,,,,40.725681900780124,"{'type': 'Point', 'coordinates': [-73.75241513224783, 40.725681900780124]}",,,,RESIDENTIAL BUILDING,,-73.75241513224783,PHONE,QUEENS,Unspecified,2020-03-21T02:05:06.000,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",,Closed,HILLSIDE AVENUE,,,45853081,1052874,203759
4725,ADDRESS,DSNY,BCC - Brooklyn South,3053720049,BROOKLYN,,,BROOKLYN,2020-03-20T12:00:00.000,12 BROOKLYN,Missed Collection (All Materials),2020-03-18T20:33:00.000,AVENUE C,CORTELYOU ROAD,1RG Missed Recycling Paper,,DSNY Garage,561 EAST    3 STREET,11218,,,,40.63861801192124,"{'type': 'Point', 'coordinates': [-73.97649314983029, 40.63861801192124]}",,,,Sidewalk,,-73.97649314983029,PHONE,BROOKLYN,Unspecified,2020-03-20T12:00:00.000,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",,Closed,EAST    3 STREET,,,45860250,990774,171943
