,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_address,location_city,location_state,location_type,location_zip,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
3676,,DOT,Department of Transportation,3030270001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:36:46.000,BEND,BUSHWICK AVENUE,Broken Sidewalk,,,222 TEN EYCK WALK,11206,BEND,BUSHWICK AVENUE,TEN EYCK WALK,40.710534730765765,"{'type': 'Point', 'coordinates': [-73.9407402312403, 40.710534730765765]}",,,,Sidewalk,,-73.9407402312403,MOBILE,BROOKLYN,Unspecified,,,,In Progress,TEN EYCK WALK,,,45881200,1000679,198149
3677,,NYPD,New York City Police Department,1016620001,MANHATTAN,,,NEW YORK,2020-03-23T23:01:58.000,11 MANHATTAN,Noise - Residential,2020-03-23T20:36:53.000,3 AVENUE,2 AVENUE,Loud Music/Party,,,210 EAST  115 STREET,10029,3 AVENUE,2 AVENUE,EAST  115 STREET,40.79713122400097,"{'type': 'Point', 'coordinates': [-73.94023696187128, 40.79713122400097]}",,,,,,-73.94023696187128,PHONE,MANHATTAN,Unspecified,2020-03-24T03:02:01.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST  115 STREET,,,45882536,1000797,229699
3678,ADDRESS,DEP,Department of Environmental Protection,4091230072,QUEENS,,,Ozone Park,2020-03-24T05:50:00.000,10 QUEENS,Sewer,2020-03-23T20:37:00.000,FULTON STREET LINE,GLENMORE AVE,Sewer Backup (Use Comments) (SA),,,105-25 75 STREET,11417,,,,40.678575990340725,"{'type': 'Point', 'coordinates': [-73.86218760164753, 40.678575990340725]}",,,,,,-73.86218760164753,PHONE,QUEENS,Unspecified,2020-03-24T05:50:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,,Closed,75 STREET,,,45881504,1022475,186530
3679,ADDRESS,HPD,Department of Housing Preservation and Development,2044330001,BRONX,,,BRONX,,11 BRONX,UNSANITARY CONDITION,2020-03-23T20:37:13.000,,,MOLD,,,2507 CRUGER AVENUE,10467,,,,40.86358201634242,"{'type': 'Point', 'coordinates': [-73.86641014789691, 40.86358201634242]}",,,,RESIDENTIAL BUILDING,,-73.86641014789691,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,CRUGER AVENUE,,,45880940,1021201,253932
3680,,NYPD,New York City Police Department,2056067501,BRONX,,,BRONX,2020-03-23T20:51:32.000,10 BRONX,Noise - Residential,2020-03-23T20:37:22.000,SCHURZ AVENUE,HARDING AVENUE,Loud Music/Party,,,180 DAVIS AVENUE,10465,SCHURZ AVENUE,HARDING AVENUE,DAVIS AVENUE,40.81326714107099,"{'type': 'Point', 'coordinates': [-73.82432686647437, 40.81326714107099]}",,,,Residential Building/House,,-73.82432686647437,ONLINE,BRONX,Unspecified,2020-03-24T00:51:35.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DAVIS AVENUE,,,45880331,1032878,235621
3681,,DOT,Department of Transportation,3017720069,BROOKLYN,,,BROOKLYN,,03 BROOKLYN,Sidewalk Condition,2020-03-23T20:37:27.000,TOMPKINS AVENUE,THROOP AVENUE,Sidewalk Violation,,,167 PULASKI STREET,11206,TOMPKINS AVENUE,THROOP AVENUE,PULASKI STREET,40.69292616316156,"{'type': 'Point', 'coordinates': [-73.94445570951828, 40.69292616316156]}",,,,Sidewalk,,-73.94445570951828,ONLINE,BROOKLYN,Unspecified,,,,In Progress,PULASKI STREET,,,45883313,999653,191733
3682,,DOT,Department of Transportation,3030260001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:37:54.000,BEND,BEND,Broken Sidewalk,,,190 TEN EYCK STREET,11206,BEND,BEND,TEN EYCK WALK,40.710384589377526,"{'type': 'Point', 'coordinates': [-73.9423563072899, 40.710384589377526]}",,,,Sidewalk,,-73.9423563072899,MOBILE,BROOKLYN,Unspecified,,,,In Progress,TEN EYCK STREET,,,45884681,1000231,198094
3683,,NYPD,New York City Police Department,4029540011,QUEENS,,,MIDDLE VILLAGE,2020-03-23T23:12:13.000,05 QUEENS,Abandoned Vehicle,2020-03-23T20:38:22.000,62 AVENUE,DEAD END,With License Plate,,,62-02 69 LANE,11379,62 AVENUE,DEAD END,69 LANE,40.71844353058121,"{'type': 'Point', 'coordinates': [-73.88717696978726, 40.71844353058121]}",,,,Street/Sidewalk,,-73.88717696978726,MOBILE,QUEENS,Unspecified,2020-03-24T03:12:14.000,The Police Department responded to the complaint and determined that police action was not necessary,,Closed,69 LANE,,,45884057,1015525,201045
3684,,NYPD,New York City Police Department,,QUEENS,,,EAST ELMHURST,2020-03-24T00:48:04.000,03 QUEENS,Blocked Driveway,2020-03-23T20:38:24.000,31 AVENUE,106 STREET,Partial Access,,,105-13 ASTORIA BOULEVARD,11369,31 AVENUE,106 STREET,ASTORIA BOULEVARD,40.76109393705289,"{'type': 'Point', 'coordinates': [-73.86400223775848, 40.76109393705289]}",,,,Street/Sidewalk,,-73.86400223775848,ONLINE,QUEENS,Unspecified,2020-03-24T04:48:05.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,ASTORIA BOULEVARD,,,45880031,1021925,216593
3685,,NYPD,New York City Police Department,2023060009,BRONX,,,BRONX,2020-03-23T22:52:19.000,01 BRONX,Animal-Abuse,2020-03-23T20:38:55.000,ALEXANDER AVENUE,WILLIS AVENUE,Neglected,,,355 EAST  143 STREET,10454,ALEXANDER AVENUE,WILLIS AVENUE,EAST  143 STREET,40.812910819733055,"{'type': 'Point', 'coordinates': [-73.92212742139205, 40.812910819733055]}",,,,Residential Building/House,,-73.92212742139205,PHONE,BRONX,Unspecified,2020-03-24T02:52:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST  143 STREET,,,45882514,1005806,235452
3686,,DCA,Department of Consumer Affairs,1002770002,MANHATTAN,,,NEW YORK,2020-03-25T10:37:27.000,03 MANHATTAN,Consumer Complaint,2020-03-23T20:39:03.000,CATHERINE STREET,MARKET STREET,Retail Store,,,77 MADISON STREET,10002,CATHERINE STREET,MARKET STREET,MADISON STREET,40.71214188512468,"{'type': 'Point', 'coordinates': [-73.99625942800928, 40.71214188512468]}",,,,Commercial Building,,-73.99625942800928,ONLINE,MANHATTAN,Unspecified,2020-03-25T14:37:36.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,MADISON STREET,,,45881251,985287,198729
3687,,NYPD,New York City Police Department,2056067501,BRONX,,,BRONX,2020-03-23T20:52:23.000,10 BRONX,Noise - Residential,2020-03-23T20:39:34.000,SCHURZ AVENUE,HARDING AVENUE,Loud Music/Party,,,180 DAVIS AVENUE,10465,SCHURZ AVENUE,HARDING AVENUE,DAVIS AVENUE,40.81326714107099,"{'type': 'Point', 'coordinates': [-73.82432686647437, 40.81326714107099]}",,,,Residential Building/House,,-73.82432686647437,ONLINE,BRONX,Unspecified,2020-03-24T00:52:26.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,DAVIS AVENUE,,,45884932,1032878,235621
3688,,DOT,Department of Transportation,3030250070,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:39:35.000,SCHOLES STREET,STAGG WALK,Broken Sidewalk,,,195 GRAHAM AVENUE,11206,SCHOLES STREET,STAGG WALK,GRAHAM AVENUE,40.70887551927544,"{'type': 'Point', 'coordinates': [-73.94346494069258, 40.70887551927544]}",,,,Sidewalk,,-73.94346494069258,MOBILE,BROOKLYN,Unspecified,,,,In Progress,GRAHAM AVENUE,,,45884639,999924,197544
3689,ADDRESS,HPD,Department of Housing Preservation and Development,1019520043,MANHATTAN,,,NEW YORK,2020-03-25T10:16:06.000,10 MANHATTAN,HEAT/HOT WATER,2020-03-23T20:39:52.000,,,ENTIRE BUILDING,,,320 ST NICHOLAS AVENUE,10027,,,,40.81133800030572,"{'type': 'Point', 'coordinates': [-73.9521634703774, 40.81133800030572]}",,,,RESIDENTIAL BUILDING,,-73.9521634703774,ONLINE,MANHATTAN,Unspecified,2020-03-25T10:16:06.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,Closed,ST NICHOLAS AVENUE,,,45882895,997492,234873
3690,ADDRESS,DEP,Department of Environmental Protection,1008350041,MANHATTAN,,,NEW YORK,2020-03-23T21:35:00.000,05 MANHATTAN,Sewer,2020-03-23T20:40:00.000,E 33 ST,E 34 ST,Sewer Backup (Use Comments) (SA),,,350 5 AVENUE,10118,,,,40.748275631499276,"{'type': 'Point', 'coordinates': [-73.98469034437947, 40.748275631499276]}",,,,,,-73.98469034437947,PHONE,MANHATTAN,Unspecified,2020-03-23T21:35:00.000,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",,Closed,5 AVENUE,,,45879975,988492,211894
3691,ADDRESS,HPD,Department of Housing Preservation and Development,2043200005,BRONX,,,BRONX,,11 BRONX,PLUMBING,2020-03-23T20:40:09.000,,,BATHTUB/SHOWER,,,2160 HOLLAND AVENUE,10462,,,,40.85532514292858,"{'type': 'Point', 'coordinates': [-73.86571460116089, 40.85532514292858]}",,,,RESIDENTIAL BUILDING,,-73.86571460116089,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,HOLLAND AVENUE,,,45883672,1021398,250924
3692,ADDRESS,HPD,Department of Housing Preservation and Development,2043200005,BRONX,,,BRONX,,11 BRONX,PLUMBING,2020-03-23T20:40:09.000,,,BASIN/SINK,,,2160 HOLLAND AVENUE,10462,,,,40.85532514292858,"{'type': 'Point', 'coordinates': [-73.86571460116089, 40.85532514292858]}",,,,RESIDENTIAL BUILDING,,-73.86571460116089,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,HOLLAND AVENUE,,,45880245,1021398,250924
3693,ADDRESS,HPD,Department of Housing Preservation and Development,4021660039,QUEENS,,,Forest Hills,,06 QUEENS,WATER LEAK,2020-03-23T20:40:29.000,,,SLOW LEAK,,,108-49 63 AVENUE,11375,,,,40.73511427761911,"{'type': 'Point', 'coordinates': [-73.85025690433748, 40.73511427761911]}",,,,RESIDENTIAL BUILDING,,-73.85025690433748,PHONE,QUEENS,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,63 AVENUE,,,45881037,1025749,207134
3694,,NYPD,New York City Police Department,1017570020,MANHATTAN,,,NEW YORK,2020-03-23T23:02:16.000,11 MANHATTAN,Noise - Residential,2020-03-23T20:40:39.000,EAST  132 STREET,HARLEM RIVER DRIVE EXIT   21 NB,Loud Music/Party,,,2155 MADISON AVENUE,10037,EAST  132 STREET,HARLEM RIVER DRIVE EXIT   21 NB,MADISON AVENUE,40.81192309131884,"{'type': 'Point', 'coordinates': [-73.93612708437672, 40.81192309131884]}",,,,Residential Building/House,,-73.93612708437672,ONLINE,MANHATTAN,Unspecified,2020-03-24T03:02:24.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,MADISON AVENUE,,,45881599,1001931,235089
3695,ADDRESS,HPD,Department of Housing Preservation and Development,1021390236,MANHATTAN,,,NEW YORK,,12 MANHATTAN,HEAT/HOT WATER,2020-03-23T20:40:44.000,,,ENTIRE BUILDING,,,112 HAVEN AVENUE,10032,,,,40.84488766079496,"{'type': 'Point', 'coordinates': [-73.94236987078908, 40.84488766079496]}",,,,RESIDENTIAL BUILDING,,-73.94236987078908,PHONE,MANHATTAN,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,HAVEN AVENUE,,,45882809,1000195,247098
3696,,DOT,Department of Transportation,3030250001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:41:15.000,STAGG WALK,TEN EYCK WALK,Broken Sidewalk,,,223 GRAHAM AVENUE,11206,STAGG WALK,TEN EYCK WALK,GRAHAM AVENUE,40.709940573756796,"{'type': 'Point', 'coordinates': [-73.94364077991584, 40.709940573756796]}",,,,Sidewalk,,-73.94364077991584,MOBILE,BROOKLYN,Unspecified,,,,In Progress,GRAHAM AVENUE,,,45882617,999875,197932
3697,,DCA,Department of Consumer Affairs,3046910038,BROOKLYN,,,BROOKLYN,2020-03-25T10:37:28.000,17 BROOKLYN,Consumer Complaint,2020-03-23T20:41:57.000,EAST   94 STREET,EAST   95 STREET,Retail Store,,,9415 CHURCH AVENUE,11212,EAST   94 STREET,EAST   95 STREET,CHURCH AVENUE,40.65479557749443,"{'type': 'Point', 'coordinates': [-73.91686993207125, 40.65479557749443]}",,,,,,-73.91686993207125,PHONE,BROOKLYN,Unspecified,2020-03-25T14:37:36.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,CHURCH AVENUE,,,45879938,1007316,177847
3698,ADDRESS,DEP,Department of Environmental Protection,4091230072,QUEENS,,,Ozone Park,2020-03-23T23:00:00.000,10 QUEENS,Sewer,2020-03-23T20:43:00.000,FULTON STREET LINE,GLENMORE AVE,Sewer Backup (Use Comments) (SA),,,105-25 75 STREET,11417,,,,40.678575990340725,"{'type': 'Point', 'coordinates': [-73.86218760164753, 40.678575990340725]}",,,,,,-73.86218760164753,PHONE,QUEENS,Unspecified,2020-03-23T23:00:00.000,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",,Closed,75 STREET,,,45885067,1022475,186530
3699,INTERSECTION,DOT,Department of Transportation,,QUEENS,,,,2020-03-24T02:00:00.000,Unspecified QUEENS,Traffic Signal Condition,2020-03-23T20:43:00.000,,,Controller,,N/A,,,UNION TPKE,255 ST,,,,,,,,,,UNKNOWN,QUEENS,Unspecified,2020-03-24T02:00:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,45882384,,
3700,,DOT,Department of Transportation,3030250046,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:43:05.000,MANHATTAN AVENUE,GRAHAM AVENUE,Broken Sidewalk,,,123 TEN EYCK WALK,11206,MANHATTAN AVENUE,GRAHAM AVENUE,TEN EYCK WALK,40.71009768638257,"{'type': 'Point', 'coordinates': [-73.94500769972278, 40.71009768638257]}",,,,Sidewalk,,-73.94500769972278,MOBILE,BROOKLYN,Unspecified,,,,In Progress,TEN EYCK WALK,,,45881199,999496,197989
3701,,DCA,Department of Consumer Affairs,3010530006,BROOKLYN,,,BROOKLYN,2020-03-25T10:37:22.000,07 BROOKLYN,Consumer Complaint,2020-03-23T20:43:49.000,16 STREET,PROSPECT AVENUE,Retail Store,,,593 5 AVENUE,11215,16 STREET,PROSPECT AVENUE,5 AVENUE,40.66454172096341,"{'type': 'Point', 'coordinates': [-73.9901884560174, 40.66454172096341]}",,,,Commercial Building,,-73.9901884560174,ONLINE,BROOKLYN,Unspecified,2020-03-25T14:37:27.000,The Department of Consumer Affairs has received your report. This request is under investigation. Th,,Closed,5 AVENUE,,,45882012,986972,181387
3702,,NYPD,New York City Police Department,1016210036,MANHATTAN,,,NEW YORK,2020-03-24T01:39:43.000,11 MANHATTAN,Homeless Street Condition,2020-03-23T20:43:56.000,MADISON AVENUE,PARK AVENUE,N/A,,,84 EAST  116 STREET,10029,MADISON AVENUE,PARK AVENUE,EAST  116 STREET,40.79955663403303,"{'type': 'Point', 'coordinates': [-73.94384663087719, 40.79955663403303]}",,,,Street/Sidewalk,,-73.94384663087719,ONLINE,MANHATTAN,Unspecified,2020-03-24T05:39:44.000,This complaint does not fall under the Police Department's jurisdiction.,,Closed,EAST  116 STREET,,,45880596,999797,230582
3703,,DOT,Department of Transportation,3030240001,BROOKLYN,,,BROOKLYN,,01 BROOKLYN,Sidewalk Condition,2020-03-23T20:44:12.000,LEONARD STREET,BEND,Broken Sidewalk,,,92 TEN EYCK STREET,11206,LEONARD STREET,BEND,TEN EYCK WALK,40.70990361566489,"{'type': 'Point', 'coordinates': [-73.94672478636832, 40.70990361566489]}",,,,Sidewalk,,-73.94672478636832,MOBILE,BROOKLYN,Unspecified,,,,In Progress,TEN EYCK STREET,,,45884640,999020,197918
3704,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,,05 BRONX,PAINT/PLASTER,2020-03-23T20:44:24.000,,,CEILING,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WALTON AVENUE,,,45883660,1009150,248207
3705,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,,05 BRONX,PAINT/PLASTER,2020-03-23T20:44:24.000,,,WALL,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WALTON AVENUE,,,45882904,1009150,248207
3706,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,,05 BRONX,FLOORING/STAIRS,2020-03-23T20:44:24.000,,,FLOOR,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WALTON AVENUE,,,45883448,1009150,248207
3707,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,,05 BRONX,PLUMBING,2020-03-23T20:44:24.000,,,BATHTUB/SHOWER,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WALTON AVENUE,,,45880235,1009150,248207
3708,ADDRESS,HPD,Department of Housing Preservation and Development,2028500060,BRONX,,,BRONX,,05 BRONX,WATER LEAK,2020-03-23T20:44:25.000,,,SLOW LEAK,,,1785 WALTON AVENUE,10453,,,,40.84791082678028,"{'type': 'Point', 'coordinates': [-73.90999964975754, 40.84791082678028]}",,,,RESIDENTIAL BUILDING,,-73.90999964975754,PHONE,BRONX,Unspecified,2020-03-23T00:00:00.000,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,,Open,WALTON AVENUE,,,45885050,1009150,248207
